Country or Territory,ISO 3 code,"Cancer deaths attributable to alcohol
Proportion (%) of cancer deaths caused by alcohol drinking in men ages 15 years or older, 2016","Smoking prevalence male
Prevalence (%) of daily smoking for men","Smoking prevalence female
Prevalence (%) of daily smoking for women","Cancers attributable to infections
Proportion of cancers attributable to infections (%), by country","Obesity prevalence male
International variation in the prevalence of obesity, 2016","Obesity prevalence female
International variation in the prevalence of obesity, 2016","Melanoma skin cancer incidence
Age-standardized rate (world) per 100,000, both sexes, 2018","Breastfeeding at 12 months
Percent (%) of children who receive any breast milk at 12 months of age","Average births per woman 2010-2015","Outdoor air pollution
Average annual population-weighted concentrations of PM2.5 (particulate matter of 2.5 μm diameter or less), measured in μg/m3, 2017","Indoor air pollution
Proportion (%) of population using solid fuels in 2017","Cancer rank as leading cause of death among 30-69
2016","Lung cancer incidence rates, male
Age-standardized rate (world) per 100,000, all ages, 2018","Lung cancer incidence rates, female
Age-standardized rate (world) per 100,000, all ages, 2018","Breast most frequently diagnosed cancer in women
Countries where breast cancer is the most frequently diagnosed cancer in women, 2018","Human Development Index (HDI) levels
2017","Cancer rank as leading cause of death among <70
2016","Indigenous peoples
As percent of total population","Most common cancer cases worldwide, females
2018","Most common cancer deaths worldwide, females
2018","Most common cancer cases worldwide, males
2018","Most common cancer deaths worldwide, males
2018","High-quality survival data
Availability of high-quality cancer data for survival statistics, 2008–2014","Cancer survivors
Estimated number of cancer survivors diagnosed within the past five years per 100,000 population, both sexes, 2018","Years lived with disability due to cancer
Both sexes, all ages, 2017","Cervical cancer screening, visual inspection with acetic acid
As of June 2017","Parties to the Framework Convention on Tobacco Control
As of mid-2019","Tobacco packaging restrictions
Use of graphic warning labels and plain packaging","Hepatitis B virus vaccination
Hepatitis B vaccination coverage (% of one-year-olds who have received three doses of hepatitis B vaccine), 2017","Human papillomavirus vaccination
Countries that have introduced the HPV vaccine by June 2019 (including partial introduction)","Cervical cancer screening, HPV DNA testing
2017","Radiotherapy availability
Number of radiotherapy machines per 1,000 cancer patients","Untreated deaths in pain
2016","Population-based cancer registries
Availability of population-based cancer registry (PBCR) data, 2019","Mortality registration quality
Quality of mortality registration worldwide, 2007–2016","Cost of smoking-attributable diseases (US$ billions)
Economic cost of smoking-attributable diseases annually (healthcare spending and productivity losses)*","Cervical cancer incidence rates
Age-standardized rate (world) per 100,000, 2018","HIV prevalence (%)
Both sexes, 2017","UICC organizations
A global network of cancer organizations","Global Relay For Life
2017",State,Total.Rate,Total.Number,Total.Population,Rates.Age.< 18,Rates.Age.18-45,Rates.Age.45-64,Rates.Age.> 64,Rates.Age and Sex.Female.< 18,Rates.Age and Sex.Male.< 18,Rates.Age and Sex.Female.18 - 45,Rates.Age and Sex.Male.18 - 45,Rates.Age and Sex.Female.45 - 64,Rates.Age and Sex.Male.45 - 64,Rates.Age and Sex.Female.> 64,Rates.Age and Sex.Male.> 64,Rates.Race.White,Rates.Race.White non-Hispanic,Rates.Race.Black,Rates.Race.Asian,Rates.Race.Indigenous,Rates.Race and Sex.Female.White,Rates.Race and Sex.Female.White non-Hispanic,Rates.Race and Sex.Female.Black,Rates.Race and Sex.Female.Black non-Hispanic,Rates.Race and Sex.Female.Asian,Rates.Race and Sex.Female.Indigenous,Rates.Race and Sex.Male.White,Rates.Race and Sex.Male.White non-Hispanic,Rates.Race and Sex.Male.Black,Rates.Race and Sex.Male.Black non-Hispanic,Rates.Race and Sex.Male.Asian,Rates.Race and Sex.Male.Indigenous,Rates.Race.Hispanic,Rates.Race and Sex.Female.Hispanic,Rates.Race and Sex.Male.Hispanic,Types.Breast.Total,Types.Breast.Age.18 - 44,Types.Breast.Age.45 - 64,Types.Breast.Age.> 64,Types.Breast.Race.White,Types.Breast.Race.White non-Hispanic ,Types.Breast.Race.Black,Types.Breast.Race.Black non-Hispanic,Types.Breast.Race.Asian,Types.Breast.Race.Indigenous,Types.Breast.Race.Hispanic,Types.Colorectal.Total,Types.Colorectal.Age and Sex.Female.18 - 44,Types.Colorectal.Age and Sex.Male.18 - 44,Types.Colorectal.Age and Sex.Female.45 - 64,Types.Colorectal.Age and Sex.Male.45 - 64,Types.Colorectal.Age and Sex.Female.> 64,Types.Colorectal.Age and Sex.Male.> 64,Types.Colorectal.Race.White,Types.Colorectal.Race.White non-Hispanic,Types.Colorectal.Race.Black,Types.Colorectal.Race.Black non-Hispanic,Types.Colorectal.Race.Asian,Types.Colorectal.Race.Indigenous,Types.Colorectal.Race.Hispanic,Types.Lung.Total,Types.Lung.Age and Sex.Female.18 - 44,Types.Lung.Age and Sex.Male.18 - 44,Types.Lung.Age and Sex.Female.45 - 64,Types.Lung.Age and Sex.Male.45 - 64,Types.Lung.Age and Sex.Female.> 64,Types.Lung.Age and Sex.Male.> 64,Types.Lung.Race.White,Types.Lung.Race.White non-Hispanic,Types.Lung.Race.Black,Types.Lung.Race.Black non-Hispanic,Types.Lung.Race.Asian,Types.Lung.Race.Indigenous,Types.Lung.Race.Hispanic,Country or Territory2,ISO 3 code3,"Cancer deaths attributable to alcohol
Proportion (%) of cancer deaths caused by alcohol drinking in men ages 15 years or older, 20164","Smoking prevalence male
Prevalence (%) of daily smoking for men5","Smoking prevalence female
Prevalence (%) of daily smoking for women6","Cancers attributable to infections
Proportion of cancers attributable to infections (%), by country7","Obesity prevalence male
International variation in the prevalence of obesity, 20168","Obesity prevalence female
International variation in the prevalence of obesity, 20169","Melanoma skin cancer incidence
Age-standardized rate (world) per 100,000, both sexes, 201810","Breastfeeding at 12 months
Percent (%) of children who receive any breast milk at 12 months of age11","Average births per woman
2010-201512","Outdoor air pollution
Average annual population-weighted concentrations of PM2.5 (particulate matter of 2.5 μm diameter or less), measured in μg/m3, 201713","Indoor air pollution
Proportion (%) of population using solid fuels in 201714","Cancer rank as leading cause of death among 30-69
201615","Lung cancer incidence rates, male
Age-standardized rate (world) per 100,000, all ages, 201816","Lung cancer incidence rates, female
Age-standardized rate (world) per 100,000, all ages, 201817","Breast most frequently diagnosed cancer in women
Countries where breast cancer is the most frequently diagnosed cancer in women, 201818","Human Development Index (HDI) levels
201719","Cancer rank as leading cause of death among <70
201620","Indigenous peoples
As percent of total population21","Most common cancer cases worldwide, females
201822","Most common cancer deaths worldwide, females
201823","Most common cancer cases worldwide, males
201824","Most common cancer deaths worldwide, males
201825","High-quality survival data
Availability of high-quality cancer data for survival statistics, 2008–201426","Cancer survivors
Estimated number of cancer survivors diagnosed within the past five years per 100,000 population, both sexes, 201827","Years lived with disability due to cancer
Both sexes, all ages, 201728","Cervical cancer screening, visual inspection with acetic acid
As of June 201729","Parties to the Framework Convention on Tobacco Control
As of mid-201930","Tobacco packaging restrictions
Use of graphic warning labels and plain packaging31","Hepatitis B virus vaccination
Hepatitis B vaccination coverage (% of one-year-olds who have received three doses of hepatitis B vaccine), 201732","Human papillomavirus vaccination
Countries that have introduced the HPV vaccine by June 2019 (including partial introduction)33","Cervical cancer screening, HPV DNA testing
201734","Radiotherapy availability
Number of radiotherapy machines per 1,000 cancer patients35","Untreated deaths in pain
201636","Population-based cancer registries
Availability of population-based cancer registry (PBCR) data, 201937","Mortality registration quality
Quality of mortality registration worldwide, 2007–201638","Cost of smoking-attributable diseases (US$ billions)
Economic cost of smoking-attributable diseases annually (healthcare spending and productivity losses)*39","Cervical cancer incidence rates
Age-standardized rate (world) per 100,000, 201840","HIV prevalence (%)
Both sexes, 201741","UICC organizations
A global network of cancer organizations42","Global Relay For Life
201743"
Azerbaijan,AZE,3.2,36.7,0.3,15.4,15.8,23.6,0.53,36.1,2.1,20,15,2nd,25.5,2.6,Breast,High,2nd,No data,Breast,Breast,Lung,Lung,No data,228.1,6685.1,No program,FCTC party,No graphic warning labels,95,Not introduced,None,0.86,3638,Registration activity,Low,Data not featured,6.5,0.1,1,Non-participant,California,150.9,393980,261135696,2.6,13.7,163.7,902.4,2.4,2.8,15,12.5,155.8,171.8,775.2,1067.2,160.7,170.4,197.1,112.4,77,140.8,150.4,171.8,180.2,96.1,65.9,188.6,198.1,237.5,248.1,135.5,91.3,120.9,103.2,146.6,23,4,34.6,98.6,22.2,24.3,31.3,33.1,12.8,7.5,15.1,14,1.2,1.4,13.4,17.9,75.3,93.3,14.4,15,21.2,22.2,11.6,7.7,11.7,34.5,0.8,0.8,28.4,36.8,192.5,269,37.2,42.6,46.5,48.6,25.8,18.4,18.3,Azerbaijan,AZE,3.2,36.7,0.3,15.4,15.8,23.6,0.53,36.1,2.1,20,15,2nd,25.5,2.6,Breast,High,2nd,No data,Breast,Breast,Lung,Lung,No data,228.1,6685.1,No program,FCTC party,No graphic warning labels,95,Not introduced,None,0.86,3638,Registration activity,Low,Data not featured,6.5,0.1,1,Non-participant
Bahamas,BHS,5.2,8,3.7,10,24.4,38.1,1.4,No data,1.8,17,2.9,2nd,10.4,3.5,Breast,Very high,1st,No data,Breast,Breast,Prostate,Prostate,No data,462.5,479.4,No program,FCTC party,No graphic warning labels,94,Introduced,None,1.07,385.6,PBCR,High,Data not featured,10.9,1.9,1,Non-participant,Illinois,189.2,169730,89696961,2.3,14.6,198.6,1037.9,2,2.5,16.2,13.1,184.7,213.2,889.1,1242.2,176.3,180.8,224.1,94,42.9,152.9,157.1,188.5,189.3,80.9,43.6,211,216.2,284.3,285.6,112.8,42,108.2,90.8,131.2,27.2,4.4,37.7,109.6,22.2,23,32.8,33,10.7,0,10.7,18.1,1.4,1.7,14.9,21.3,91.6,114.1,16.2,16.7,24.8,24.8,10.1,0,10,52.3,1.4,1.4,46.6,63.4,240.9,370.7,49.5,51.8,60.1,60.3,21.4,12.6,17.5,Bahamas,BHS,5.2,8,3.7,10,24.4,38.1,1.4,No data,1.8,17,2.9,2nd,10.4,3.5,Breast,Very high,1st,No data,Breast,Breast,Prostate,Prostate,No data,462.5,479.4,No program,FCTC party,No graphic warning labels,94,Introduced,None,1.07,385.6,PBCR,High,Data not featured,10.9,1.9,1,Non-participant
Bahrain,BHR,2.1,44.5,5.7,9.7,25.5,36.8,0.1,71.8,2.1,71,0.73,2nd,16.3,6.7,Breast,Very high,2nd,No data,Breast,Breast,Colorectum,Lung,National high quality data,265.9,547.4,No program,FCTC party,Graphic warning labels,98,Not introduced,None,1.91,0,High quality PBCR,Low,Data not featured,3.8,0.05,1,Non-participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahrain,BHR,2.1,44.5,5.7,9.7,25.5,36.8,0.1,71.8,2.1,71,0.73,2nd,16.3,6.7,Breast,Very high,2nd,No data,Breast,Breast,Colorectum,Lung,National high quality data,265.9,547.4,No program,FCTC party,Graphic warning labels,98,Not introduced,None,1.91,0,High quality PBCR,Low,Data not featured,3.8,0.05,1,Non-participant
Bahrain,BHR,2.1,44.5,5.7,9.7,25.5,36.8,0.1,71.8,2.1,71,0.73,2nd,16.3,6.7,Breast,Very high,2nd,No data,Breast,Breast,Colorectum,Lung,National high quality data,265.9,547.4,No program,FCTC party,Graphic warning labels,98,Not introduced,None,1.91,0,High quality PBCR,Low,Data not featured,3.8,0.05,1,Non-participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahrain,BHR,2.1,44.5,5.7,9.7,25.5,36.8,0.1,71.8,2.1,71,0.73,2nd,16.3,6.7,Breast,Very high,2nd,No data,Breast,Breast,Colorectum,Lung,National high quality data,265.9,547.4,No program,FCTC party,Graphic warning labels,98,Not introduced,None,1.91,0,High quality PBCR,Low,Data not featured,3.8,0.05,1,Non-participant
Bangladesh,BGD,1.1,35.4,0.5,17.1,2.3,5,0.33,97,2.2,61,79,2nd,14.1,4.6,Breast,Medium,2nd,No data,Breast,Breast,Esophagus,Esophagus,No data,168.3,47831.8,National,FCTC party,Graphic warning labels,97,Not introduced,None,0.21,77455.1,Registration activity,No coverage,Data not featured,10.6,0.05,5,Non-participant,Indiana,202.7,91978,45372690,2.4,16.3,218.2,1059.7,2.3,2.5,17.9,14.7,192.4,244.8,882.4,1298.3,186.6,187.8,222.5,83.7,34.6,156.1,157,190.6,191.8,81.4,35.4,230.1,231.8,275.3,276.9,89.1,32.6,98,84,115.4,27.1,4.3,35.2,110,22.3,22.5,31.1,31.4,11.1,0,12.6,18.2,1.2,1.6,14.7,23.2,88.6,109.4,16.6,16.7,22.6,22.7,7.8,0,9.4,62.3,2,2.2,55.5,83.6,252.7,434.1,57.6,58.3,64.3,64.6,18.2,0,14.6,Bangladesh,BGD,1.1,35.4,0.5,17.1,2.3,5,0.33,97,2.2,61,79,2nd,14.1,4.6,Breast,Medium,2nd,No data,Breast,Breast,Esophagus,Esophagus,No data,168.3,47831.8,National,FCTC party,Graphic warning labels,97,Not introduced,None,0.21,77455.1,Registration activity,No coverage,Data not featured,10.6,0.05,5,Non-participant
Barbados,BRB,5.9,9.1,0.7,8.4,14.7,31.3,0.69,No data,1.8,23,0.063,1st,13.7,5.8,Breast,Very high,1st,No data,Breast,Breast,Prostate,Prostate,No data,607.9,582.2,No program,FCTC party,No graphic warning labels,90,Introduced,None,0.8,0,PBCR,Medium,Data not featured,15.5,1.6,2,Non-participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbados,BRB,5.9,9.1,0.7,8.4,14.7,31.3,0.69,No data,1.8,23,0.063,1st,13.7,5.8,Breast,Very high,1st,No data,Breast,Breast,Prostate,Prostate,No data,607.9,582.2,No program,FCTC party,No graphic warning labels,90,Introduced,None,0.8,0,PBCR,Medium,Data not featured,15.5,1.6,2,Non-participant
Belarus,BLR,11.2,39.6,6.4,12.1,22.1,26.3,5.5,32,1.6,19,0.72,2nd,54.5,5.7,Breast,Very high,2nd,No data,Breast,Colorectum,Lung,Lung,No data,649,15811.6,No program,FCTC party,Graphic warning labels,98,Not introduced,None,0.8,0,High quality PBCR,Medium,Data not featured,13.3,0.4,1,Non-participant,Maryland,179.3,72603,40483979,2,15.2,189.1,977.5,1.7,2.2,16.9,13.5,175,204.6,835.4,1170.4,168.8,171.8,194.4,91.1,49.8,146.2,148.9,164.3,165.6,81.2,39.7,201.6,205,246.6,248.9,103.7,64.3,77.9,71.1,89.5,27.3,5.6,38.3,105.7,21.7,22.1,30.3,30.6,9.4,0,10.6,16.5,1.4,1.5,14.4,21.3,78.4,103.4,14.3,14.6,21,21.1,10.2,0,6.8,47.9,1.4,1.4,40.3,58.3,231,331.3,47.2,48.5,47,47.5,19.8,16.6,10.8,Belarus,BLR,11.2,39.6,6.4,12.1,22.1,26.3,5.5,32,1.6,19,0.72,2nd,54.5,5.7,Breast,Very high,2nd,No data,Breast,Colorectum,Lung,Lung,No data,649,15811.6,No program,FCTC party,Graphic warning labels,98,Not introduced,None,0.8,0,High quality PBCR,Medium,Data not featured,13.3,0.4,1,Non-participant
Belgium,BEL,7.7,21.6,16.4,4.3,23.1,21,19.9,No data,1.8,13,0.35,1st,52.2,28.1,Breast,Very high,1st,No data,Breast,Breast,Prostate,Lung,National high quality data,1076,30923.9,No program,FCTC party,Graphic warning labels,97,Introduced,None,1.2,0,High quality PBCR,High,Data not featured,7.8,No data,7,Global Relay For Life Participant,Idaho,162.1,17756,10954295,1.9,13.5,168.8,912.2,2.1,1.8,13.4,13.6,155.2,182.6,784.9,1060,160.5,162.5,112.1,106,124.6,138.4,140.2,0,0,73.4,119.7,189.2,191.5,145.3,165.3,160.9,132.8,101.5,85.7,119.8,23.1,3.1,31.9,103.1,21.4,21.9,0,0,0,0,10,14.3,1.4,1.5,13.3,18.2,71.1,86.6,14,14.2,0,0,0,17.4,9.4,39.7,0,1,33.3,42.4,204.1,278.2,39.2,39.9,0,0,0,28.1,19.8,Belgium,BEL,7.7,21.6,16.4,4.3,23.1,21,19.9,No data,1.8,13,0.35,1st,52.2,28.1,Breast,Very high,1st,No data,Breast,Breast,Prostate,Lung,National high quality data,1076,30923.9,No program,FCTC party,Graphic warning labels,97,Introduced,None,1.2,0,High quality PBCR,High,Data not featured,7.8,No data,7,Global Relay For Life Participant
Belize,BLZ,5.3,13.3,2.1,19.5,16.5,31.5,3,63.7,2.6,23,13,3rd-4th,15.7,5.1,Breast,High,3rd-4th,No data,Breast,Cervix uteri,Prostate,Prostate,No data,274.9,179.2,No program,FCTC party,No graphic warning labels,88,Introduced,None,0,76.8,Registration activity,Medium,Data not featured,28,1.9,1,Non-participant,Iowa,210.3,44835,21322082,2.1,14.7,195.9,1018.1,1.7,2.5,16.1,13.4,178.2,213.7,852.7,1239.4,172,173,224.8,119.7,163.3,146,147,189.5,192.6,93.1,138.3,209.5,210.7,279.1,284.2,160.1,192.7,89.4,72,110.6,27.1,4,32.1,101.8,20.6,20.7,23.4,23.9,0,0,0,20.9,1.5,1.7,14.5,20.6,99,112.2,16.7,16.9,23.2,23.6,0,0,10.2,58.2,1.5,1.5,47.2,69.3,217.6,367.3,48.2,48.6,66,66.7,24.6,0,18.1,Belize,BLZ,5.3,13.3,2.1,19.5,16.5,31.5,3,63.7,2.6,23,13,3rd-4th,15.7,5.1,Breast,High,3rd-4th,No data,Breast,Cervix uteri,Prostate,Prostate,No data,274.9,179.2,No program,FCTC party,No graphic warning labels,88,Introduced,None,0,76.8,Registration activity,Medium,Data not featured,28,1.9,1,Non-participant
Benin,BEN,3.3,8.6,1,33.4,4.7,14.2,0.34,85.6,5.2,39,90,3rd-4th,0.94,0.96,Breast,Low,5th-10th,No data,Breast,Breast,Prostate,Prostate,Regional high quality data,198.1,2679.6,Pilot,FCTC party,No graphic warning labels,82,Not introduced,None,0,5485.9,PBCR,No coverage,Data not featured,23.7,1,6,Non-participant,Maine,239.1,22240,9301182,2.4,15.2,204.7,1061.8,2.4,2.4,16.3,14.1,184.1,226.1,895.7,1273.5,184,183.6,115.8,74.1,195,155.8,155.5,123.5,123.3,60.8,121.3,224,223.5,115.7,117.8,95.8,291.4,75.5,69.9,83.1,27.2,3.9,32.3,90.7,19.5,19.4,0,0,0,0,0,19.9,1.6,1.7,13.5,18.1,82.1,100.7,15.4,15.3,0,0,0,0,0,71.2,2.2,2,53.9,74.9,259.1,388.1,54.7,54.6,0,0,0,45.1,0,Benin,BEN,3.3,8.6,1,33.4,4.7,14.2,0.34,85.6,5.2,39,90,3rd-4th,0.94,0.96,Breast,Low,5th-10th,No data,Breast,Breast,Prostate,Prostate,Regional high quality data,198.1,2679.6,Pilot,FCTC party,No graphic warning labels,82,Not introduced,None,0,5485.9,PBCR,No coverage,Data not featured,23.7,1,6,Non-participant
Bhutan,BTN,2.3,8.5,3.8,29.8,4.7,8.5,0.76,95.7,2.2,38,30,2nd,7.1,8.7,Other,Medium,3rd-4th,No data,Cervix uteri,Stomach,Stomach,Stomach,No data,137.1,258.6,Pilot,FCTC party,No graphic warning labels,98,Introduced,None,1.71,392,PBCR,No coverage,Data not featured,14.4,No data,0,Non-participant,Michigan,205.3,142458,69388573,2.3,16.4,209.3,1016.3,2.1,2.5,17.6,15.2,190.7,228.6,869,1210,176.2,176.7,216.9,90.2,175.8,152,152.5,183.8,184.5,86.1,145.4,210.8,211.3,269.6,270.1,97.2,219.4,136.5,110.3,169.8,28.5,4.7,36.8,108,22,22.1,32.5,32.7,8,13.5,16.2,18,1.4,1.9,14.7,20,82.4,102.2,15,15,22.1,22.1,9.3,17.5,13.1,59.4,1.4,1.8,52.9,71.8,244.7,372.6,51.3,51.7,59.3,59.4,18.7,65.2,29.8,Bhutan,BTN,2.3,8.5,3.8,29.8,4.7,8.5,0.76,95.7,2.2,38,30,2nd,7.1,8.7,Other,Medium,3rd-4th,No data,Cervix uteri,Stomach,Stomach,Stomach,No data,137.1,258.6,Pilot,FCTC party,No graphic warning labels,98,Introduced,None,1.71,392,PBCR,No coverage,Data not featured,14.4,No data,0,Non-participant
Bolivia (Plurinational State of),BOL,2.7,22.3,11.8,25.8,14.5,25.6,2.7,88.1,3,22,17,2nd,10.3,5.5,Other,Medium,3rd-4th,41,Cervix uteri,Cervix uteri,Prostate,Lung,No data,285.4,6173.8,National,FCTC party,Graphic warning labels,83,Introduced,None,0.54,5943.1,PBCR,No coverage,Data not featured,38.5,0.3,3,Non-participant,Kentucky,226.3,68675,30348057,2.2,18.4,256.3,1110.2,1.8,2.7,19.6,17.2,224.1,289.9,916.2,1368,204.9,205.9,227.4,108,56.1,170.5,171.2,188.1,188.9,100.6,66.3,253.6,255.1,290.8,293,121.5,0,82.2,78.7,87.7,27.4,4.3,37.1,104.4,22.3,22.4,30.9,31.2,0,0,12.1,20.2,1.5,2.1,19,26.3,89.5,113.9,18.3,18.4,23.6,23.8,14.9,0,6.9,79.7,2.9,3.1,77.1,112.6,298.3,519.1,71.5,71.9,73.2,73.6,25.9,0,22,Bolivia (Plurinational State of),BOL,2.7,22.3,11.8,25.8,14.5,25.6,2.7,88.1,3,22,17,2nd,10.3,5.5,Other,Medium,3rd-4th,41,Cervix uteri,Cervix uteri,Prostate,Lung,No data,285.4,6173.8,National,FCTC party,Graphic warning labels,83,Introduced,None,0.54,5943.1,PBCR,No coverage,Data not featured,38.5,0.3,3,Non-participant
Bosnia and Herzegovina,BIH,6.9,39.1,22.6,11.2,17.1,18.4,3.9,No data,1.3,28,40,2nd,62.4,13.5,Breast,High,2nd,No data,Breast,Breast,Lung,Lung,No data,479.2,4848.9,No program,FCTC party,No graphic warning labels,77,Not introduced,None,0.7,3067,Registration activity,Low,Data not featured,23.9,No data,0,Non-participant,Kansas,188.9,37644,19928783,2.7,14,194.4,999.6,2.5,2.8,14.9,13.1,172.2,217,845.5,1202.6,169.2,171,216.9,108.5,248,143.5,145,189.7,191.7,87.7,206.4,204.7,206.9,259.6,261.8,137.8,303.3,113.5,94.6,137.6,25.7,3.6,33.6,104.7,21,21.3,29.3,29.2,10.2,0,12.3,17.7,1.2,1.9,13.3,22.4,86.8,103.6,15.6,15.7,24.1,24.6,10.1,28.4,12,53.2,1.2,1.2,46.4,66,226.4,368.3,48,48.8,59.9,60.8,30,81.7,23.8,Bosnia and Herzegovina,BIH,6.9,39.1,22.6,11.2,17.1,18.4,3.9,No data,1.3,28,40,2nd,62.4,13.5,Breast,High,2nd,No data,Breast,Breast,Lung,Lung,No data,479.2,4848.9,No program,FCTC party,No graphic warning labels,77,Not introduced,None,0.7,3067,Registration activity,Low,Data not featured,23.9,No data,0,Non-participant
Botswana,BWA,10.6,25.4,3.5,30.4,8.1,29.3,1.8,44.5,2.9,23,46,3rd-4th,6.4,0.79,Other,High,3rd-4th,No data,Cervix uteri,Cervix uteri,Kaposi sarcoma,Kaposi sarcoma,No data,236.7,872.6,Pilot,FCTC party,No graphic warning labels,95,Introduced,None,0.51,2764.1,PBCR,No coverage,Data not featured,31.6,22.8,2,Non-participant,Hawaii,166,15812,9526083,2.5,14.9,171.1,787.8,2.2,2.8,16.3,13.7,149.7,192.7,629.1,988.6,148.4,150.7,158.1,137.1,146,123.8,127.3,123.8,135.7,112,0,176.3,177.4,183.9,185.5,172.2,178.6,168.5,140.8,202.3,19,4,27.9,62.3,17.5,18.2,0,0,14.5,0,13.7,16.5,1.6,1.7,14.6,23.9,60,92.2,12.6,12.7,0,0,14.5,0,18,39.8,0,0,29,44,153,269.3,36,37.2,39.6,43,32.6,0,35.2,Botswana,BWA,10.6,25.4,3.5,30.4,8.1,29.3,1.8,44.5,2.9,23,46,3rd-4th,6.4,0.79,Other,High,3rd-4th,No data,Cervix uteri,Cervix uteri,Kaposi sarcoma,Kaposi sarcoma,No data,236.7,872.6,Pilot,FCTC party,No graphic warning labels,95,Introduced,None,0.51,2764.1,PBCR,No coverage,Data not featured,31.6,22.8,2,Non-participant
Brazil,BRA,8.7,15.4,8.9,11.1,18.5,25.4,2.8,56,1.8,13,6.2,2nd,16.4,10.5,Breast,High,2nd,0.5,Breast,Breast,Prostate,Lung,Regional high quality data,513.3,162093.2,No program,FCTC party,Graphic warning labels,93,Introduced,None,0.63,0,High quality PBCR,High,50.2,12.2,0.6,74,Non-participant,Massachusetts,197.8,90756,45892272,2.1,13.3,177.8,1028.6,2,2.2,14.1,12.5,163,193.5,890.2,1221.2,173.5,174.8,157.7,97.7,71.1,150.4,152,132.1,147,79.2,63.7,208.5,209.5,200.2,224.1,120.5,80,105.7,87.7,131.5,25.6,4,31,99.1,20.5,20.7,21,23.8,8,0,10.5,17,1,1.4,11.7,16.1,85.3,100,14.6,14.6,14.6,16.3,10.3,0,11.5,53.4,1.4,1.4,43.4,53.3,243.8,340,47.9,48.8,34.1,38.1,25.5,15.8,18.5,Brazil,BRA,8.7,15.4,8.9,11.1,18.5,25.4,2.8,56,1.8,13,6.2,2nd,16.4,10.5,Breast,High,2nd,0.5,Breast,Breast,Prostate,Lung,Regional high quality data,513.3,162093.2,No program,FCTC party,Graphic warning labels,93,Introduced,None,0.63,0,High quality PBCR,High,50.2,12.2,0.6,74,Non-participant
Brunei Darussalam,BRN,3.4,22.6,1.8,17.1,12.5,15.7,0.63,No data,1.9,5.9,0.2,1st,34.4,26.6,Breast,Very high,1st,No data,Breast,Lung,Colorectum,Lung,No data,572.2,463.4,No program,FCTC party,Graphic warning labels,99,Introduced,None,2.2,0,PBCR,High,Data not featured,20.6,No data,0,Non-participant,Mississippi,211.4,43874,20756872,2.4,19.5,263.9,1049.1,2.2,2.5,20,19,221.1,310,813.9,1372.7,188.6,189.9,229.7,122.4,128.4,150.7,151.4,175.2,175.6,116.6,107.4,241.8,243.9,319.5,321.2,130.7,155.3,54.3,54.9,58.9,27.7,5.2,43.4,100,20.1,20.1,32.9,33,0,0,0,20.9,1.8,3,21.9,34.1,88.8,113.3,17.3,17.5,26.4,26.5,0,0,0,65.6,1.5,2.6,58.8,106.6,223.7,496.4,61.8,62.3,60.1,60.4,33.9,0,12.6,Brunei Darussalam,BRN,3.4,22.6,1.8,17.1,12.5,15.7,0.63,No data,1.9,5.9,0.2,1st,34.4,26.6,Breast,Very high,1st,No data,Breast,Lung,Colorectum,Lung,No data,572.2,463.4,No program,FCTC party,Graphic warning labels,99,Introduced,None,2.2,0,PBCR,High,Data not featured,20.6,No data,0,Non-participant
Bulgaria,BGR,9.1,34.3,17.5,10.5,25.5,24.3,4,No data,1.5,19,16,2nd,50.1,11.3,Breast,Very high,2nd,No data,Breast,Breast,Prostate,Lung,National high quality data,591.8,13935.4,No program,FCTC party,Graphic warning labels,92,Not introduced,None,0.9,0,High quality PBCR,Medium,Data not featured,20.3,0.05,3,Non-participant,Minnesota,178.4,66328,37183729,2.1,12.9,167.8,983.7,2,2.3,13.2,12.6,157.1,178.5,842.8,1165.2,163.2,163.8,178.9,121.5,220.5,140.9,141.3,145.3,147.2,100.9,182.9,195.3,196.2,222.6,227.1,150.3,274.9,94.6,88.4,101.3,24.3,3.1,30.7,103.1,20.4,20.5,21.3,21.4,11.1,9.8,9.9,15.6,1.1,1.5,11.8,17.2,80.8,93.4,14.1,14.2,12.2,12.5,10.5,25,7.9,44.8,1.1,1.1,38,47.6,212,305.6,41.7,42,40.3,40.7,21.7,83.8,16,Bulgaria,BGR,9.1,34.3,17.5,10.5,25.5,24.3,4,No data,1.5,19,16,2nd,50.1,11.3,Breast,Very high,2nd,No data,Breast,Breast,Prostate,Lung,National high quality data,591.8,13935.4,No program,FCTC party,Graphic warning labels,92,Not introduced,None,0.9,0,High quality PBCR,Medium,Data not featured,20.3,0.05,3,Non-participant
